1.5997769832611084,82328,82172
1.6102910041809082,147876,142520
1.6207079887390137,205467,153571
1.6324632167816162,213625,153574
1.6399860382080078,213591,153565
1.6504859924316406,213574,153576
1.6618270874023438,213570,153586
1.6740169525146484,213557,153588
1.680039882659912,213547,153585
1.6934881210327148,213537,153577
1.7015769481658936,213556,153570
1.7116789817810059,213551,153564
1.7211241722106934,213561,153562
1.7307031154632568,213567,153548
1.7413499355316162,213579,153547
1.749845027923584,213584,153537
1.7634119987487793,213601,153537
1.7709062099456787,213612,153531
1.7818491458892822,213623,153533
1.7899119853973389,213633,153521
1.8006219863891602,213637,153533
1.8109140396118164,213654,153534
1.8215010166168213,213657,153542
1.8299047946929932,213672,153536
1.8406541347503662,213680,153548
1.8510241508483887,213696,153561
1.861811876296997,213692,153565
1.8701200485229492,213700,153570
1.8814289569854736,213712,153586
1.8912379741668701,213725,153606
1.9032409191131592,213731,153616
1.9103381633758545,213742,153629
1.9212439060211182,213756,153630
1.9313199520111084,213778,153654
1.9423069953918457,213781,153668
1.9504270553588867,213799,153686
1.9615018367767334,213812,153697
1.9716179370880127,213828,153716
1.9812719821929932,213825,153715
1.9904189109802246,213807,153743
2.0024750232696533,213755,153750
2.011491060256958,213683,153763
2.0205979347229004,213587,153764
2.0306081771850586,213489,153783
2.0420279502868652,213390,153783
2.053072929382324,213288,153765
2.061832904815674,213217,153724
2.072087049484253,213152,153684
2.0812079906463623,213112,153611
2.092076063156128,213076,153514
2.1005561351776123,213072,153405
2.1112539768218994,213076,153296
2.1214489936828613,213090,153184
2.1328670978546143,213097,153064
2.140538215637207,213118,152962
2.1512398719787598,213129,152867
2.16157603263855,213147,152800
2.174091100692749,213136,152741
2.1804890632629395,213141,152709
2.1941308975219727,213143,152689
2.2016141414642334,213160,152682
2.210357904434204,213155,152678
2.2207300662994385,213168,152705
2.2335081100463867,213177,152724
2.241762161254883,213180,152750
2.2506418228149414,213184,152772
2.2608718872070312,213187,152818
2.2721121311187744,213192,152856
2.281843900680542,213176,152891
2.2909810543060303,213172,152927
2.3030569553375244,213156,152981
2.3120779991149902,213159,153029
2.3236851692199707,213127,153062
2.3316009044647217,213128,153095
2.3435730934143066,213118,153121
2.3539178371429443,213125,153156
2.3669700622558594,213114,153172
2.3737239837646484,213122,153197
2.3813509941101074,213126,153206
2.3923540115356445,213139,153225
2.400512933731079,213139,153222
2.413593053817749,213145,153239
2.4214820861816406,213173,153237
2.432086944580078,213186,153238
2.4406840801239014,213178,153238
2.452255964279175,213196,153242
2.4617090225219727,213212,153244
2.4722230434417725,213233,153240
2.4808151721954346,213246,153235
2.4917190074920654,213257,153241
2.5058469772338867,213267,153243
2.512373924255371,213259,153244
2.5208160877227783,213292,153248
2.5330450534820557,213301,153250
2.543217897415161,213322,153260
2.552438974380493,213307,153261
2.564713954925537,213320,153285
2.5723252296447754,213337,153287
2.582432985305786,213335,153300
2.5909922122955322,213335,153305
2.601588010787964,213349,153327
2.612006902694702,213362,153337
2.625309944152832,213356,153348
2.6314589977264404,213359,153352
2.6412150859832764,213383,153370
2.652224063873291,213389,153384
2.662277936935425,213389,153387
2.6718990802764893,213387,153397
2.68133807182312,213363,153412
2.6920180320739746,213325,153439
2.702416181564331,213248,153446
2.7110531330108643,213184,153466
2.7227048873901367,213107,153475
2.7325119972229004,213045,153496
2.7407779693603516,212962,153486
2.7512459754943848,212923,153483
2.7617719173431396,212895,153451
2.7721951007843018,212886,153402
2.7817389965057373,212866,153322
2.7913269996643066,212884,153255
2.802971124649048,212891,153164
2.8123860359191895,212920,153067
2.8228559494018555,212934,152972
2.831632137298584,212961,152897
2.842012882232666,212985,152833
2.853253126144409,213003,152771
2.8609468936920166,213018,152735
2.8715720176696777,213035,152717
2.882185935974121,213052,152717
2.8925890922546387,213050,152718
2.901309013366699,213075,152737
2.9125349521636963,213090,152760
2.9235830307006836,213103,152793
2.930788040161133,213111,152823
2.941417932510376,213121,152878
2.951909065246582,213122,152915
2.962677001953125,213126,152961
2.97102689743042,213104,153005
2.9821510314941406,213094,153063
2.992133855819702,213081,153105
3.0030109882354736,213081,153151
3.0112051963806152,213057,153187
3.021639823913574,213063,153238
3.0322508811950684,213056,153274
3.0452210903167725,213048,153303
3.0513360500335693,213051,153326
3.0617690086364746,213057,153357
3.0722601413726807,213080,153394
3.0832362174987793,213089,153410
3.0925791263580322,213099,153432
3.1019210815429688,213118,153449
3.1157259941101074,213132,153470
3.120948076248169,213144,153482
3.1315460205078125,213175,153510
3.1420631408691406,213191,153523
3.152549982070923,213225,153544
3.1611320972442627,213235,153542
3.1717240810394287,213265,153577
3.1821718215942383,213287,153591
3.193821907043457,213305,153609
3.201752185821533,213305,153611
3.2117199897766113,213337,153643
3.2222771644592285,213350,153664
3.2332050800323486,213372,153684
3.2442619800567627,213374,153692
3.251861095428467,213402,153727
3.26358699798584,213416,153753
3.272958993911743,213439,153767
3.2815191745758057,213437,153785
3.2920210361480713,213463,153811
3.3027031421661377,213484,153836
3.3129541873931885,213498,153855
3.3225369453430176,213508,153876
3.332242965698242,213521,153893
3.3430111408233643,213544,153917
